benefit_month,county,program_type,cases,recipients,children,adults,payments,avg_payment_per_case,avg_payment_per_recipient
2024-05-01,Ochiltree,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Oldham,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Orange,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Palo Pinto,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Panola,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Parker,TANF State Program,2,11,7,5,1067.15,484.64,95.48
2024-05-01,Parmer,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Pecos,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Polk,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Potter,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Presidio,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Rains,TANF State Program,1,3,1,2,321.44,291.97,95.86
2024-05-01,Randall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Reagan,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Real,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Red River,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Reeves,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Refugio,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Roberts,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Robertson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Rockwall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Runnels,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Rusk,TANF State Program,1,3,1,2,417.77,379.46,124.59
2024-05-01,Sabine,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,San Jacinto,TANF State Program,1,7,4,2,597.43,542.64,89.08
2024-05-01,San Juneine,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,San Patricio,TANF State Program,1,3,2,1,382.05,347.02,113.94
2024-05-01,San Saba,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Schleicher,TANF State Program,1,4,2,2,469.72,426.64,105.06
2024-05-01,Scurry,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Shackelford,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Shelby,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Sherman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Smith,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Somervell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Starr,TANF State Program,1,7,6,1,585.53,531.83,87.31
2024-05-01,Stephens,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Sterling,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Stonewall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Sutton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Swisher,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Tarrant,TANF State Program,10,42,23,19,4041.33,407.86,95.15
2024-05-01,Taylor,TANF State Program,1,3,1,2,331.19,300.81,98.77
2024-05-01,Terrell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Terry,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Throckmorton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Titus,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Tom Green,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Travis,TANF State Program,13,49,24,25,4851.98,367.25,98.66
2024-05-01,Trinity,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Tyler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Upshur,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Upton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Uvalde,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Val Verde,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Van Zandt,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Victoria,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Walker,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Waller,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Ward,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Washington,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Webb,TANF State Program,1,1,1,0,130.96,118.95,117.17
2024-05-01,Wharton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Wheeler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Wichita,TANF State Program,1,7,4,2,597.43,542.64,89.08
2024-05-01,Wilbarger,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Willacy,TANF State Program,1,6,3,2,544.4,494.47,97.41
2024-05-01,Williamson,TANF State Program,3,12,6,7,1357.21,410.91,110.39
2024-05-01,Wilson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Winkler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Wise,TANF State Program,1,7,4,2,597.43,542.64,89.08
2024-05-01,Wood,TANF State Program,1,4,3,1,458.9,416.81,102.64
2024-05-01,Yoakum,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Young,TANF State Program,1,4,3,1,458.9,416.81,102.64
2024-05-01,Zapata,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-05-01,Zavala,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Anderson,TANF Basic,13,29,24,5,3004.54,229.59,104.64
2024-07-01,Andrews,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,Angelina,TANF Basic,16,33,27,6,3283.88,200.74,99.12
2024-07-01,Aransas,TANF Basic,14,30,23,7,3251.4,229.34,109.04
2024-07-01,Archer,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Armstrong,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Atascosa,TANF Basic,21,53,42,12,5244.68,253.11,98.94
2024-07-01,Austin,TANF Basic,1,1,1,0,25.99,23.83,23.53
2024-07-01,Bailey,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bandera,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bastrop,TANF Basic,21,39,30,9,4359.01,210.37,112.77
2024-07-01,Baylor,TANF Basic,5,14,13,1,1081.63,198.36,75.34
2024-07-01,Bee,TANF Basic,13,34,26,8,3310.95,253.0,96.71
2024-07-01,Bell,TANF Basic,184,456,332,127,46468.0,252.12,101.88
2024-07-01,Bexar,TANF Basic,549,1334,1043,294,133353.79,243.1,99.96
2024-07-01,Blanco,TANF Basic,1,2,1,1,330.23,302.8,149.51
2024-07-01,Borden,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bosque,TANF Basic,2,2,1,1,290.17,133.04,131.37
2024-07-01,Bowie,TANF Basic,34,67,57,10,6390.19,189.02,94.86
2024-07-01,Brazoria,TANF Basic,44,75,65,10,7824.79,179.37,104.19
2024-07-01,Brazos,TANF Basic,48,115,94,21,10577.05,220.42,92.09
2024-07-01,Brewster,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Briscoe,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Brooks,TANF Basic,3,3,3,0,393.03,120.13,118.63
2024-07-01,Brown,TANF Basic,16,35,25,10,4077.51,249.26,115.38
2024-07-01,Burleson,TANF Basic,3,6,4,1,409.27,125.09,74.12
2024-07-01,Burnet,TANF Basic,4,10,9,1,918.14,210.47,92.37
2024-07-01,Caldwell,TANF Basic,7,11,9,2,1172.58,179.2,106.17
2024-07-01,Calhoun,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Callahan,TANF Basic,2,2,2,0,262.02,120.13,118.63
2024-07-01,Cameron,TANF Basic,386,932,851,76,80800.93,209.3,86.69
2024-07-01,Camp,TANF Basic,2,4,4,0,376.79,172.75,85.29
2024-07-01,Carson,TANF Basic,2,3,2,1,451.49,207.0,136.27
2024-07-01,Cass,TANF Basic,7,17,13,3,1747.5,267.06,105.49
2024-07-01,Castro,TANF Basic,1,4,4,0,313.99,287.91,71.08
2024-07-01,Chambers,TANF Basic,7,13,9,5,1711.77,261.6,129.16
2024-07-01,Cherokee,TANF Basic,11,25,21,5,2572.53,235.89,101.28
2024-07-01,Childress,TANF Basic,2,3,2,1,351.88,161.33,106.21
2024-07-01,Clay,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Cochran,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Coke,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Coleman,TANF Basic,1,2,1,1,330.23,302.8,149.51
2024-07-01,Collin,TANF Basic,115,277,212,66,28917.18,252.53,104.32
2024-07-01,Collingsworth,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Colorado,TANF Basic,1,3,2,1,257.69,236.29,77.78
2024-07-01,Comal,TANF Basic,19,51,40,10,4717.39,254.45,92.86
2024-07-01,Comanche,TANF Basic,3,7,5,1,721.09,220.4,108.82
2024-07-01,Concho,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Cooke,TANF Basic,7,17,12,5,1745.34,266.73,105.36
2024-07-01,Coryell,TANF Basic,19,42,32,10,4669.75,251.88,111.27
2024-07-01,Cottle,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Crane,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Crockett,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Crosby,TANF Basic,1,4,4,0,313.99,287.91,71.08
2024-07-01,Culberson,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Dallam,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Dallas,TANF Basic,690,1704,1308,401,172056.56,249.24,100.97
2024-07-01,Dawson,TANF Basic,4,11,9,2,1018.84,233.56,92.25
2024-07-01,Deaf Smith,TANF Basic,9,18,15,2,1722.6,197.44,97.49
2024-07-01,Delta,TANF Basic,3,11,9,2,1044.82,319.35,94.61
2024-07-01,Denton,TANF Basic,99,272,213,59,25781.63,259.79,94.9
2024-07-01,Dewitt,TANF Basic,2,4,3,1,518.62,237.78,117.4
2024-07-01,Dickens,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Dimmit,TANF Basic,2,3,2,1,461.24,211.47,139.21
2024-07-01,Donley,TANF Basic,1,3,3,0,263.1,241.25,79.41
2024-07-01,Duval,TANF Basic,4,13,9,5,1553.7,356.17,117.24
2024-07-01,Eastland,TANF Basic,8,17,13,3,1667.38,218.42,100.65
2024-07-01,Ector,TANF Basic,45,106,85,21,10427.64,233.21,98.35
2024-07-01,Edwards,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,El Paso,TANF Basic,308,750,596,154,74277.56,241.52,99.05
2024-07-01,Ellis,TANF Basic,32,80,66,14,6980.27,220.71,87.78
2024-07-01,Erath,TANF Basic,13,29,24,5,2899.51,221.56,100.98
2024-07-01,Falls,TANF Basic,7,20,14,6,1931.57,295.19,97.17
2024-07-01,Fannin,TANF Basic,9,18,13,5,2006.27,229.96,113.54
2024-07-01,Fayette,TANF Basic,1,4,3,1,307.49,281.96,69.61
2024-07-01,Fisher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Floyd,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,Foard,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Fort Bend,TANF Basic,58,128,95,33,12688.35,219.52,99.04
2024-07-01,Franklin,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Freestone,TANF Basic,7,22,19,3,1412.94,215.93,63.97
2024-07-01,Frio,TANF Basic,8,17,13,3,1771.32,232.03,106.93
2024-07-01,Gaines,TANF Basic,2,3,3,0,268.51,123.11,81.04
2024-07-01,Galveston,TANF Basic,68,130,111,20,13502.55,199.7,103.61
2024-07-01,Garza,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Gillespie,TANF Basic,3,9,8,1,651.8,199.22,73.77
2024-07-01,Glasscock,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Goliad,TANF Basic,4,9,7,2,560.85,128.57,63.48
2024-07-01,Gonzales,TANF Basic,2,9,7,2,581.42,266.57,65.81
2024-07-01,Gray,TANF Basic,3,7,4,2,843.44,257.8,127.29
2024-07-01,Grayson,TANF Basic,27,55,43,13,6214.79,227.95,112.55
2024-07-01,Gregg,TANF Basic,27,55,42,14,5692.92,208.81,103.1
2024-07-01,Grimes,TANF Basic,4,11,8,3,958.2,219.66,86.76
2024-07-01,Guadalupe,TANF Basic,24,65,47,18,6512.54,271.44,99.95
2024-07-01,Hale,TANF Basic,8,22,18,5,2137.28,279.97,96.76
2024-07-01,Hall,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,Hamilton,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Hansford,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Hardeman,TANF Basic,3,8,7,1,758.98,231.98,98.18
2024-07-01,Hardin,TANF Basic,11,19,14,5,2125.37,194.89,113.2
2024-07-01,Harris,TANF Basic,1034,2425,1923,506,241217.21,233.32,99.46
2024-07-01,Harrison,TANF Basic,16,38,30,8,3824.15,233.77,101.84
2024-07-01,Hartley,TANF Basic,1,3,2,1,382.2,350.46,115.36
2024-07-01,Haskell,TANF Basic,2,3,3,0,319.4,146.44,96.4
2024-07-01,Hays,TANF Basic,27,72,48,24,7777.15,285.25,108.34
2024-07-01,Hemphill,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Henderson,TANF Basic,24,47,34,14,5565.16,231.95,117.19
2024-07-01,Hidalgo,TANF Basic,1112,3122,2925,177,252338.87,226.85,80.82
2024-07-01,Hill,TANF Basic,8,20,16,3,1169.33,153.17,58.82
2024-07-01,Hockley,TANF Basic,4,8,7,1,832.61,190.87,107.7
2024-07-01,Hood,TANF Basic,11,17,14,2,1801.64,165.2,108.76
2024-07-01,Hopkins,TANF Basic,13,38,31,7,3244.9,247.95,86.42
2024-07-01,Houston,TANF Basic,12,27,23,3,2253.13,187.82,85.01
2024-07-01,Howard,TANF Basic,4,15,13,2,1175.83,269.55,76.05
2024-07-01,Hudspeth,TANF Basic,1,2,1,1,330.23,302.8,149.51
2024-07-01,Hunt,TANF Basic,25,64,50,14,6448.66,257.09,100.67
2024-07-01,Hutchinson,TANF Basic,8,21,16,5,1998.69,261.82,95.25
2024-07-01,Irion,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,Jack,TANF Basic,2,4,2,2,541.36,248.2,122.55
2024-07-01,Jackson,TANF Basic,2,2,2,0,262.02,120.13,118.63
2024-07-01,Jasper,TANF Basic,13,29,22,7,3163.7,241.75,110.18
2024-07-01,Jeff Davis,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Jefferson,TANF Basic,108,271,211,60,26038.24,241.17,96.23
2024-07-01,Jim Hogg,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Jim Wells,TANF Basic,16,44,36,8,4381.75,267.86,99.19
2024-07-01,Johnson,TANF Basic,37,71,54,17,7938.47,214.09,112.31
2024-07-01,Jones,TANF Basic,5,18,12,6,1826.54,334.97,103.37
2024-07-01,Karnes,TANF Basic,4,6,5,0,581.42,133.28,105.29
2024-07-01,Kaufman,TANF Basic,44,108,90,18,10725.38,245.87,99.1
2024-07-01,Kendall,TANF Basic,4,14,10,5,1105.45,253.41,77.0
2024-07-01,Kenedy,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Kent,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Kerr,TANF Basic,2,4,3,1,518.62,237.78,117.4
2024-07-01,Kimble,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,King,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Kinney,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Kleberg,TANF Basic,15,38,27,10,4248.58,278.27,113.15
2024-07-01,Knox,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,La Salle,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Lamar,TANF Basic,29,54,46,8,5406.0,183.59,99.9
2024-07-01,Lamb,TANF Basic,4,9,7,2,878.08,201.29,99.39
2024-07-01,Lampasas,TANF Basic,8,22,16,6,1298.18,170.05,58.77
2024-07-01,Lavaca,TANF Basic,2,3,3,0,319.4,146.44,96.4
2024-07-01,Lee,TANF Basic,3,4,4,0,450.41,137.67,101.96
2024-07-01,Leon,TANF Basic,8,28,24,3,2491.33,326.35,90.23
2024-07-01,Liberty,TANF Basic,23,42,36,6,4098.08,178.94,97.65
2024-07-01,Limestone,TANF Basic,11,22,19,3,2131.87,195.48,96.52
2024-07-01,Lipscomb,TANF Basic,1,2,1,1,330.23,302.8,149.51
2024-07-01,Live Oak,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Llano,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,Loving,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Lubbock,TANF Basic,86,199,156,43,19848.35,230.38,99.85
2024-07-01,Lynn,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Madison,TANF Basic,7,9,8,1,1042.66,159.34,118.01
2024-07-01,Marion,TANF Basic,2,2,2,0,262.02,120.13,118.63
2024-07-01,Martin,TANF Basic,2,4,3,1,513.21,235.29,116.17
2024-07-01,Mason,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Matagorda,TANF Basic,12,29,23,6,2995.88,249.73,104.33
2024-07-01,Maverick,TANF Basic,23,74,61,13,6100.02,266.35,82.44
2024-07-01,Mcculloch,TANF Basic,1,1,0,1,137.5,126.09,124.51
2024-07-01,Mclennan,TANF Basic,75,180,139,41,18451.65,245.21,102.5
2024-07-01,Mcmullen,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Medina,TANF Basic,11,24,18,7,2583.36,236.88,106.33
2024-07-01,Menard,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Midland,TANF Basic,32,74,61,13,7439.34,235.23,100.54
2024-07-01,Milam,TANF Basic,7,18,15,2,1345.82,205.68,76.16
2024-07-01,Mills,TANF Basic,1,1,1,0,118.02,108.22,106.86
2024-07-01,Mitchell,TANF Basic,2,6,4,1,570.59,261.6,103.33
2024-07-01,Montague,TANF Basic,2,3,3,0,319.4,146.44,96.4
2024-07-01,Montgomery,TANF Basic,61,126,103,23,12952.53,212.09,102.88
2024-07-01,Moore,TANF Basic,4,11,9,2,1054.57,241.75,95.49
2024-07-01,Morris,TANF Basic,14,29,24,5,2916.84,205.74,101.58
2024-07-01,Motley,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Nacogdoches,TANF Basic,25,55,46,9,5570.57,222.09,100.88
2024-07-01,Navarro,TANF Basic,15,45,38,7,4152.22,271.96,91.7
2024-07-01,Newton,TANF Basic,3,4,3,1,478.56,146.27,108.33
2024-07-01,Nolan,TANF Basic,2,2,2,0,262.02,120.13,118.63
2024-07-01,Nueces,TANF Basic,144,338,265,74,34885.11,242.33,103.23
2024-07-01,Ochiltree,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Oldham,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Orange,TANF Basic,32,75,59,16,7822.62,247.34,104.16
2024-07-01,Palo Pinto,TANF Basic,8,13,12,1,1229.97,161.12,92.81
2024-07-01,Panola,TANF Basic,7,11,8,3,1422.69,217.42,128.82
2024-07-01,Parker,TANF Basic,16,31,23,8,3333.68,203.79,107.81
2024-07-01,Parmer,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Pecos,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Polk,TANF Basic,20,36,30,7,3856.63,196.46,105.82
2024-07-01,Potter,TANF Basic,41,93,74,18,9359.0,225.84,100.89
2024-07-01,Presidio,TANF Basic,5,12,12,0,952.79,174.73,78.43
2024-07-01,Rains,TANF Basic,4,8,5,2,979.86,224.62,126.75
2024-07-01,Randall,TANF Basic,19,43,33,10,3932.42,212.11,91.3
2024-07-01,Reagan,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Real,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Red River,TANF Basic,10,24,20,5,2060.41,209.92,84.8
2024-07-01,Reeves,TANF Basic,2,7,5,1,644.22,295.36,97.22
2024-07-01,Refugio,TANF Basic,3,6,4,1,545.69,166.79,98.82
2024-07-01,Roberts,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Robertson,TANF Basic,7,21,16,5,1946.72,297.51,92.77
2024-07-01,Rockwall,TANF Basic,12,45,37,8,3985.48,332.23,88.02
2024-07-01,Runnels,TANF Basic,2,4,3,1,424.42,194.59,96.08
2024-07-01,Rusk,TANF Basic,7,13,10,3,1305.76,199.55,98.53
2024-07-01,Sabine,TANF Basic,1,2,2,0,188.39,172.75,85.29
2024-07-01,San Jacinto,TANF Basic,9,14,12,2,1436.76,164.68,100.07
2024-07-01,San Juneine,TANF Basic,1,3,2,1,382.2,350.46,115.36
2024-07-01,San Patricio,TANF Basic,17,41,27,14,4820.25,276.25,117.96
2024-07-01,San Saba,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Schleicher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Scurry,TANF Basic,7,12,9,3,1493.07,228.18,122.9
2024-07-01,Shackelford,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Shelby,TANF Basic,5,11,11,0,976.61,179.1,88.43
2024-07-01,Sherman,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Smith,TANF Basic,41,112,84,28,11241.84,271.27,100.78
2024-07-01,Somervell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Starr,TANF Basic,60,161,146,15,13177.74,219.7,81.73
2024-07-01,Stephens,TANF Basic,2,8,5,2,841.27,385.7,0.0
2024-07-01,Sterling,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Stonewall,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Sutton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Swisher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Tarrant,TANF Basic,442,1118,865,256,111522.99,252.5,99.78
2024-07-01,Taylor,TANF Basic,52,118,94,24,11934.78,227.99,101.0
2024-07-01,Terrell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Terry,TANF Basic,3,9,7,2,971.2,296.85,109.92
2024-07-01,Throckmorton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Titus,TANF Basic,7,11,8,3,1297.09,198.23,117.45
2024-07-01,Tom Green,TANF Basic,34,83,65,18,8458.18,250.19,102.12
2024-07-01,Travis,TANF Basic,225,480,353,129,52431.6,233.39,109.14
2024-07-01,Trinity,TANF Basic,4,8,5,2,936.55,214.69,121.15
2024-07-01,Tyler,TANF Basic,7,9,8,1,801.21,122.45,90.68
2024-07-01,Upshur,TANF Basic,11,19,15,3,1952.14,179.0,103.98
2024-07-01,Upton,TANF Basic,1,1,1,0,131.01,120.13,118.63
2024-07-01,Uvalde,TANF Basic,10,17,11,6,1885.01,192.05,113.79
2024-07-01,Val Verde,TANF Basic,27,75,60,15,6974.86,255.82,92.88
2024-07-01,Van Zandt,TANF Basic,12,28,23,5,2723.03,226.99,98.63
2024-07-01,Victoria,TANF Basic,21,52,43,9,4665.42,225.16,89.88
2024-07-01,Walker,TANF Basic,15,31,26,5,3176.69,208.06,102.73
2024-07-01,Waller,TANF Basic,3,7,5,1,701.6,214.44,105.88
2024-07-01,Ward,TANF Basic,2,4,4,0,381.12,174.73,86.27
2024-07-01,Washington,TANF Basic,5,19,14,5,1861.19,341.32,99.13
2024-07-01,Webb,TANF Basic,116,315,293,20,25779.47,223.01,81.9
2024-07-01,Wharton,TANF Basic,9,21,15,6,2414.46,276.74,115.07
2024-07-01,Wheeler,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Wichita,TANF Basic,47,103,81,22,9894.94,211.0,96.34
2024-07-01,Wilbarger,TANF Basic,1,2,1,1,330.23,302.8,149.51
2024-07-01,Willacy,TANF Basic,11,35,30,6,3342.34,306.48,94.58
2024-07-01,Williamson,TANF Basic,64,168,125,44,16539.57,257.05,98.53
2024-07-01,Wilson,TANF Basic,10,21,14,7,2412.29,245.77,114.96
2024-07-01,Winkler,TANF Basic,1,2,1,1,286.92,263.09,129.9
2024-07-01,Wise,TANF Basic,10,24,19,6,2195.75,223.71,90.37
2024-07-01,Wood,TANF Basic,8,22,19,3,1847.11,241.96,83.63
2024-07-01,Yoakum,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-07-01,Young,TANF Basic,2,4,4,0,376.79,172.75,85.29
2024-07-01,Zapata,TANF Basic,4,9,7,2,979.86,224.62,110.9
2024-07-01,Zavala,TANF Basic,10,25,21,5,2301.85,234.52,90.62
2024-07-01,Anderson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Andrews,TANF State Program,1,6,3,2,559.24,490.67,97.63
2024-07-01,Angelina,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Aransas,TANF State Program,1,6,3,2,559.24,490.67,97.63
2024-07-01,Archer,TANF State Program,1,3,1,2,429.16,376.54,124.87
2024-07-01,Armstrong,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Atascosa,TANF State Program,2,8,5,3,714.9,313.62,89.15
2024-07-01,Austin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bailey,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bandera,TANF State Program,1,6,3,2,559.24,490.67,97.63
2024-07-01,Bastrop,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Baylor,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bee,TANF State Program,1,7,5,2,613.72,538.47,89.29
2024-07-01,Bell,TANF State Program,11,42,23,20,4241.57,372.15,100.07
2024-07-01,Bexar,TANF State Program,24,65,29,36,7678.19,320.79,117.58
2024-07-01,Blanco,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Borden,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bosque,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Bowie,TANF State Program,2,8,3,5,911.69,399.95,113.69
2024-07-01,Brazoria,TANF State Program,1,7,5,2,613.72,538.47,89.29
2024-07-01,Brazos,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Brewster,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Briscoe,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-07-01,Brooks,TANF State Program,0,0,0,0,0.0,0.0,0.0
